Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Tpi1,MGI:98797,TPI1,HGNC:12009,ENSMUSG00000023456,ENSG00000111669,2062,2026,-2.917446,-0.8916817,-3.082126,0.2924782,-0.3188491,0.1175336,0.030387566666666675,-2.297084566666667,0.19923290792443796,,0.032907936580844
Tpm3,MGI:1890149,TPM3,HGNC:12012,ENSMUSG00000027940,ENSG00000143549,1393,1228,1.276501,0.1878309,-0.8077977,0.8587534,1.485221,0.03773227,0.7939022233333333,0.2188447333333334,0.6712595018161907,,0.476829599841129
Tppp,MGI:1920198,TPPP,HGNC:24164,ENSMUSG00000021573,ENSG00000171368,450,340,-1.595499,-0.9638306,-1.302741,1.159417,0.5129716,1.403913,1.0254338666666667,-1.2873568666666666,0.20127072713026006,+,0.00199962448624325
Trap1,MGI:1915265,TRAP1,HGNC:16264,ENSMUSG00000005981,ENSG00000126602,956,781,-5.655481,-4.333228,-4.992113,-2.370965,-2.628259,-2.305627,-2.434950333333333,-4.993607333333333,0.1697334717334452,+,0.00290533466572973
Trappc3,MGI:1351486,TRAPPC3,HGNC:19942,ENSMUSG00000028847,ENSG00000054116,151,209,0.9051571,0.1458798,-0.9049181,0.07949065,3.475401,-0.5464495,1.00281405,0.04870626666666674,0.5161607040827194,,0.520225847074066
Trappc9,MGI:1923760,TRAPPC9,HGNC:30832,ENSMUSG00000047921,ENSG00000167632,1281,1917,-3.07917,-3.146748,-2.626451,-2.896963,-4.167159,-3.237482,-3.433868,-2.9507896666666666,1.397722861290854,,0.307319831676864
Trim3,MGI:1860040,TRIM3,HGNC:10064,ENSMUSG00000036989,ENSG00000110171,1147,645,-2.001441,-1.205206,-1.476992,-0.773147,-0.2162507,-1.199618,-0.7296719,-1.5612129999999997,0.5619286643060654,,0.0869075472676473
Trio,MGI:1927230,TRIO,HGNC:12303,ENSMUSG00000022263,ENSG00000038382,2111,2108,-2.258256,-1.187397,-0.9386135,-4.211798,-2.81554,-2.724362,-3.2505666666666664,-1.4614221666666667,3.4560988943279587,,0.0466474185858317
Tsc22d4,MGI:1926079,TSC22D4,HGNC:21696,ENSMUSG00000029723,ENSG00000166925,2353,2356,-4.191247,-7.5723,-5.77847,-2.288034,-3.805626,-3.673377,-3.255679,-5.847339000000001,0.1658947343869992,,0.0762861348592352
Tsg101,MGI:106581,TSG101,HGNC:15971,ENSMUSG00000014402,ENSG00000074319,597,299,-1.609014,-1.920204,-1.990041,-2.113741,-1.343795,-1.152894,-1.53681,-1.839753,0.8105971454508281,,0.392244735637725
Ttc35,MGI:1913986,TTC35,HGNC:28963,ENSMUSG00000022337,ENSG00000104412,483,818,-0.1480917,0.01255907,-0.356457,-0.007183512,-0.9284095,-1.014333,-0.6499753373333333,-0.16399654333333333,1.400535734430455,,0.225656127096721
Tuba1a,MGI:98869,TUBA1A,HGNC:20766,ENSMUSG00000072235,ENSG00000167552,1277,97,1.637058,2.533622,2.826578,1.486421,3.626302,-1.308802,1.2679736666666666,2.3324193333333336,2.0913661499754994,,0.509879448728591
Tuba4a,MGI:1095410,TUBA4A,HGNC:12407,ENSMUSG00000026202,ENSG00000127824,277,285,5.22013,5.807837,5.384179,6.282895,6.460807,6.732713,6.492138333333333,5.470715333333334,0.4926302074963911,,0.00949195352003751
Tubb2a,MGI:107861,TUBB2A,HGNC:12412,ENSMUSG00000058672,ENSG00000137267,462,1631,7.337491,7.703907,7.264284,8.513191,8.086795,8.578579,8.392854999999999,7.435227333333334,0.514902911640986,,0.00960466971011198
Tubb2b,MGI:1920960,TUBB2B,HGNC:30829,ENSMUSG00000045136,ENSG00000137285,982,51,1.922603,2.005742,1.35076,2.690711,2.884248,2.210468,2.5951423333333334,1.7597016666666667,0.5604118368344971,,0.0437374364721672
Tubb2c,MGI:1915472,TUBB2C,HGNC:20771,ENSMUSG00000036752,ENSG00000188229,278,971,8.574615,8.882868,8.433981,9.753977,9.706449,9.571997,9.677474333333333,8.630488,0.4839780981552273,+,0.00186750469605079
Tubb3,MGI:107813,TUBB3,HGNC:20772,ENSMUSG00000062380,ENSG00000198211,466,130,4.721347,4.9523,4.327219,5.032392,4.968844,4.414174,4.805136666666666,4.666955333333333,0.9086638986793563,,0.633380197510472
Tubb4,MGI:107848,TUBB4,HGNC:20774,ENSMUSG00000062591,ENSG00000104833,466,130,4.721347,4.9523,4.327219,5.032392,4.968844,4.414174,4.805136666666666,4.666955333333333,0.9086638986793563,,0.633380197510472
Tufm,MGI:1923686,TUFM,HGNC:12420,ENSMUSG00000073838,ENSG00000178952,864,1315,0.494167,0.2522354,0.2184394,3.064062,1.996137,2.853098,2.6377656666666667,0.3216139333333334,0.20080237898316336,+,0.00237107845348294
Twf1,MGI:1100520,TWF1,HGNC:9620,ENSMUSG00000022451,ENSG00000151239,2328,1417,-1.176598,-1.681664,-1.038474,-1.686805,-1.176092,-2.277695,-1.7135306666666665,-1.2989119999999998,1.332946305989841,,0.329224070543152
Uba1,MGI:98890,UBA1,HGNC:12469,ENSMUSG00000001924,ENSG00000130985,2198,481,-2.037008,-1.669052,-2.972893,1.235797,1.7507,2.514045,1.8335139999999999,-2.2263176666666666,0.059961003286081095,+,0.00164195287079072
Ubc,MGI:98889,UBC,HGNC:12468,ENSMUSG00000008348,ENSG00000150991,1270,928,2.750316,2.522222,2.241663,3.262441,2.99221,2.799437,3.0180293333333332,2.504733666666667,0.7006201243760501,,0.0615095854384795
Ube2n,MGI:1934835,UBE2N,HGNC:12492,ENSMUSG00000074781,ENSG00000102069,147,968,-1.711336,-0.3786707,-1.301434,1.805004,1.889648,1.356253,1.683635,-1.1304802333333333,0.1421892958509937,+,0.00275576606916084
Ube2v2,MGI:1917870,UBE2V2,HGNC:12495,ENSMUSG00000022674,ENSG00000169139,622,1782,-0.1973798,0.2731294,-0.657124,3.338238,2.917989,3.54994,3.2687223333333333,-0.1937914666666667,0.09071507956072832,+,0.000447537973730094
Uchl1,MGI:103149,UCHL1,HGNC:12513,ENSMUSG00000029223,ENSG00000154277,595,1409,-1.662991,-1.250908,-1.858861,3.423012,0.8538331,3.474087,2.5836440333333335,-1.59092,0.055377201800557885,,0.00913359230948574
Unc13a,MGI:3051532,UNC13A,HGNC:23150,ENSMUSG00000074246,ENSG00000130477,1186,1801,0.715267,0.9494001,0.4464435,-1.513609,-1.055473,-1.25514,-1.2747406666666665,0.7037035333333334,3.9406789039968944,+,0.000549787390811287
Uqcrc1,MGI:107876,UQCRC1,HGNC:12585,ENSMUSG00000025651,ENSG00000010256,470,124,1.904161,1.814443,1.519117,2.458222,2.771333,1.369084,2.199546333333333,1.745907,0.730198528553197,,0.361368690449545
Uqcrc2,MGI:1914253,UQCRC2,HGNC:12586,ENSMUSG00000030884,ENSG00000140740,1715,345,-0.3204976,-1.503883,-0.7075475,1.06422,0.94586,1.338675,1.1162516666666666,-0.8439760333333334,0.2569878931633129,+,0.00593618627985193
Uqcrfs1,MGI:1913944,UQCRFS1,HGNC:12587,ENSMUSG00000038462,ENSG00000169021,861,808,-2.195095,-2.547713,-5.598338,-3.719469,-5.39301,-2.124318,-3.7455990000000003,-3.447048666666667,1.2299079409229567,,0.845306104399333
Vamp2,MGI:1313277,VAMP2,HGNC:12643,ENSMUSG00000020894,ENSG00000179036,2145,1210,4.744952,4.061357,3.581273,2.479694,3.488693,2.669303,2.8792299999999997,4.129193999999999,2.3783548814656776,,0.052518852028159
Vapa,MGI:1353561,VAPA,HGNC:12648,ENSMUSG00000024091,ENSG00000101558,1220,548,1.126951,1.045842,0.4848305,0.2173719,0.9003098,0.1507916,0.42282443333333336,0.8858745,1.3784529893837885,,0.213423501183784
Vapb,MGI:1928744,VAPB,HGNC:12649,ENSMUSG00000054455,ENSG00000124164,216,866,1.675344,1.769506,1.166525,1.1997,1.048073,0.995478,1.0810836666666666,1.5371249999999999,1.371772589426788,,0.0816267611969282
Vcan,MGI:102889,VCAN,HGNC:2464,ENSMUSG00000021614,ENSG00000038427,344,403,0.4325877,0.9934998,-0.4498398,4.174708,-1.382746,3.260773,2.0175783333333333,0.3254159,0.30946272827518295,,0.393453476215476
Vcp,MGI:99919,VCP,HGNC:12666,ENSMUSG00000028452,ENSG00000165280,724,2124,1.166118,-0.177361,0.9652401,0.6691234,1.054197,-0.6136224,0.3698993333333333,0.6513323666666667,1.2154015470256887,,0.689639627932652
Vdac1,MGI:106919,VDAC1,HGNC:12669,ENSMUSG00000020402,ENSG00000213585,1346,1258,5.311599,5.162248,4.15558,5.707185,5.409111,4.308553,5.141616333333333,4.876475666666667,0.8321175970407605,,0.660110552512642
Vdac2,MGI:106915,VDAC2,HGNC:12672,ENSMUSG00000021771,ENSG00000165637,1331,453,3.517385,3.956507,3.488855,5.445371,5.105292,4.208278,4.919647,3.654249,0.41598459278294936,,0.0337651950106443
Vdac3,MGI:106922,VDAC3,HGNC:12674,ENSMUSG00000008892,ENSG00000078668,993,454,1.706582,1.370347,0.6311726,-0.8070235,1.601261,0.2172716,0.3371697,1.2360338666666666,1.8645974081162655,,0.306091236604585
Vim,MGI:98932,VIM,HGNC:12692,ENSMUSG00000026728,ENSG00000026025,1987,1156,-0.1160884,0.1315171,-0.01918857,5.177366,6.274975,5.295311,5.582550666666667,-0.0012532899999999983,0.020850070084773187,+,9.57190704489186e-05
Vps11,MGI:1918982,VPS11,HGNC:14583,ENSMUSG00000032127,ENSG00000160695,2429,1213,-2.778468,-3.192517,-1.112679,-1.51645,-2.748015,-2.30117,-2.188545,-2.3612213333333334,0.8871953238885828,,0.824738312463065
Vps16,MGI:2136772,VPS16,HGNC:14584,ENSMUSG00000027411,ENSG00000215305,1717,399,-1.109161,-1.169603,0,-1.214256,-1.950254,-3.824675,-2.329728333333333,-0.7595879999999999,2.9693359594320206,,0.143714279230156
Vps33a,MGI:1924823,VPS33A,HGNC:18179,ENSMUSG00000029434,ENSG00000139719,1092,848,-2.880597,-2.275826,-2.677201,-1.989838,-2.668397,-2.036701,-2.2316453333333333,-2.611208,0.7686705673335428,,0.249324143917175
Vps35,MGI:1890467,VPS35,HGNC:13487,ENSMUSG00000031696,ENSG00000069329,606,108,-2.836373,-3.174112,-2.188131,-1.27681,0.05030287,-1.188035,-0.8048473766666667,-2.732872,0.2627887420620737,,0.0202952019642328
Vps39,MGI:2443189,VPS39,HGNC:20593,ENSMUSG00000027291,ENSG00000166887,1748,955,-0.09477424,-0.352612,0.1359544,0.3928952,-0.8120924,-1.277879,-0.5656920666666667,-0.10381061333333334,1.3773368655665585,,0.422480379228047
Vps45,MGI:891965,VPS45,HGNC:14579,ENSMUSG00000015747,ENSG00000136631,1100,516,-2.31878,-2.145925,-2.311253,1.449801,2.695473,2.0856,2.076958,-2.258652666666667,0.049528039778903715,+,0.000284641312052525
Vps52,MGI:1330304,VPS52,HGNC:10518,ENSMUSG00000024319,ENSG00000112478,1195,2131,-2.294214,-2.447927,-2.639394,-2.057865,-0.6031372,-1.05812,-1.2397074000000001,-2.4605116666666667,0.4290434704550619,,0.0504515188016794
Vsnl1,MGI:1349453,VSNL1,HGNC:12722,ENSMUSG00000054459,ENSG00000163032,1347,1252,-2.019584,-2.278251,-1.619468,0.6264564,2.018767,0.7317576,1.1256603333333333,-1.9724343333333334,0.11678325503315934,+,0.00312714092901856
Wasf1,MGI:1890563,WASF1,HGNC:12732,ENSMUSG00000019831,ENSG00000112290,694,2068,2.547977,2.77539,2.531636,0.8169736,2.513426,2.358673,1.8963575333333331,2.6183343333333333,1.6494405723289827,,0.257505077148477
Wasf2,MGI:1098641,WASF2,HGNC:12733,ENSMUSG00000028868,ENSG00000158195,2093,1029,-3.823967,-2.947303,-2.467978,-1.669573,-1.396612,-1.8827,-1.6496283333333333,-3.0797493333333334,0.37109976691439556,,0.027392316154442
Wasf3,MGI:2658986,WASF3,HGNC:12734,ENSMUSG00000029636,ENSG00000132970,1659,627,-1.75175,-1.398199,-1.893894,-2.096899,-0.6942022,-1.51042,-1.4338404,-1.681281,0.8423895239082405,,0.597946361050799
Wasl,MGI:1920428,WASL,HGNC:12735,ENSMUSG00000029684,ENSG00000106299,412,2038,-2.184588,-2.252397,-2.582686,-1.283852,-1.717297,-0.3516106,-1.1175865333333332,-2.3398903333333334,0.4285977555069478,,0.0440485760716476
Wdr37,MGI:1920393,WDR37,HGNC:31406,ENSMUSG00000021147,ENSG00000047056,1002,1749,-1.45707,-0.2344611,0.4577388,-0.956147,-1.317681,-0.5013721,-0.9250667,-0.4112641000000001,1.427808603189338,,0.445350831904628
Wdr47,MGI:2139593,WDR47,HGNC:29141,ENSMUSG00000040389,ENSG00000215718,1383,1549,-0.3540108,-1.212102,-0.7453362,-1.988556,-0.6123222,-0.7602194,-1.1203658666666667,-0.770483,1.2744571491273178,,0.524025327268742
Wdr48,MGI:1914811,WDR48,HGNC:30914,ENSMUSG00000032512,ENSG00000114742,2228,1619,-1.104728,0.3207127,-1.713472,-3.100678,-2.093554,-4.305815,-3.1666823333333327,-0.8324957666666667,5.042665632405007,,0.0566192332288846
Wdr7,MGI:1860197,WDR7,HGNC:13490,ENSMUSG00000040560,ENSG00000091157,1764,391,-0.3525645,-0.5952097,-0.5170083,-1.220226,-0.6224537,-0.5793613,-0.807347,-0.48826083333333337,1.2475400804949395,,0.218541842606157
Wipf2,MGI:1924462,WIPF2,HGNC:30923,ENSMUSG00000038013,ENSG00000171475,2021,1709,-3.458801,-3.772294,-4.079569,-2.418579,-3.537157,-1.423417,-2.4597176666666667,-3.770221333333333,0.403180098765561,,0.10850059562825
Yars,MGI:2147627,YARS,HGNC:12840,ENSMUSG00000028811,ENSG00000134684,247,1411,-3.540573,-4.188634,-4.51379,-2.846041,-3.552624,-2.049361,-2.8160086666666664,-4.080999,0.41610215540676804,,0.0717622227572037
Yes1,MGI:99147,YES1,HGNC:12841,ENSMUSG00000014932,ENSG00000176105,482,76,-0.3348834,0.3187086,0.2483726,-1.949396,-1.840111,-1.279722,-1.689743,0.07739926666666667,3.4037905551824643,+,0.00381607524531813
Ywhab,MGI:1891917,YWHAB,HGNC:12849,ENSMUSG00000018326,ENSG00000166913,1348,1263,1.91266,1.634579,1.147456,2.120493,2.286515,2.179225,2.195411,1.5648983333333335,0.6459468350907824,,0.0511022852975642
Ywhae,MGI:894689,YWHAE,HGNC:12851,ENSMUSG00000020849,ENSG00000108953,54,310,3.827196,4.064137,3.458704,4.104546,4.367838,2.631397,3.7012603333333334,3.783345666666667,1.0585470045538632,,0.892136646810535
Ywhag,MGI:108109,YWHAG,HGNC:12852,ENSMUSG00000051391,ENSG00000170027,1483,1264,4.576759,4.582912,3.871071,5.423244,4.634743,4.864963,4.974316666666667,4.343580666666667,0.6458468484059456,,0.130780718059004
Ywhah,MGI:109194,YWHAH,HGNC:12853,ENSMUSG00000018965,ENSG00000128245,1349,1160,2.632252,2.445185,2.311287,3.287303,3.437705,3.734949,3.4866523333333332,2.462908,0.491838190212972,+,0.00314425806185548
Ywhaq,MGI:891963,YWHAQ,HGNC:12854,ENSMUSG00000076432,ENSG00000134308,584,1831,1.515518,1.853333,1.27467,2.644229,1.927251,2.171003,2.2474943333333335,1.5478403333333333,0.6157198563973499,,0.0601079560630908
Ywhaz,MGI:109484,YWHAZ,HGNC:12855,ENSMUSG00000022285,ENSG00000164924,666,257,3.631193,3.962937,3.344311,4.649916,3.871024,3.65738,4.0594399999999995,3.6461469999999996,0.7509074445955197,,0.303797314026193
